,search_term,_ - eng_search_key,Class,_ - url,_ - Название,Comment on relevancs,_ - Номер ГИМ,_ - Отдел/коллекция,_ - Инвентарный номер,_ - Датировка,_ - Размер,"_ - Материал, техника",_ - Номер ГК,_ - Ключевые слова,_ - Место создания,Contemporary_Toponyms,fcodeName,toponymName,coordinates,lat,long,Country,geonames 3,"_ - Автор, мастер/Изготовитель",_ - Шифр ОПИ,_ - Комплект,_ - Место находки,_ - Формат,"_ - Лист, страницы",_ - Археологический памятник,_ - Персоналии,_ - Многотомное издание: автор,_ - Многотомное издание: Название,_ - Экспозиция,_ - Выставки,_ - Альбомы,_ - Аннотация
229,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/6423976?query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=1,Старый еврей.,,ГИМ 109338/571,Изобразительные материалы/Печатная графика,И X-п 1047,Начало XX в.,14х9 см,"Картон, цветная печать",29740443.0,картон Австрия,Австрия,Австрия,independent political entity,Republic of Austria,"47.33333,13.33333",47.33333,13.33333,Austria,"country, state, region,...",,,,,,,,,,,,,,
230,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/6423979?query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=4,Еврей.,,ГИМ 109338/572,Изобразительные материалы/Печатная графика,И X-п 1048,Начало XX в.,14х9 см,"Картон, печать",29740398.0,картон Австрия,Австрия,Австрия,independent political entity,Republic of Austria,"47.33333,13.33333",47.33333,13.33333,Austria,"country, state, region,...",,,,,,,,,,,,,,
231,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/6440781?page=5&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=230,"Материалы для истории русского иконописания: Атлас снимков. Часть II. Таблица CCCXCIII. Снимки из рукописи (собрание Ф. И. Буслаева): № 805. Кивот Завета, окруженный 12 коленами Израилевыми;  № 806. Столпотворение Вавилонское; № 807. Переход Евреев через Чермное море",,ГИМ 105457/2364,Книжный фонд/Книги второй половины XIX – начала XX вв.,МФ/3-4123,1906,"34х48,1 см","Бумага, фототипия",17196619.0,фототипия Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,seat of a first-order administrative division,Saint Petersburg,"59.93863,30.31413",59.93863,30.31413,Russia,"city, village,...","Лихачев, Николай Петрович (1862-1935)",,,,,,,,,,,,,
232,израильтянин,Israeli (somebody who lives in the country),Jewish,https://catalog.shm.ru/entity/OBJECT/6440845?query=%D0%B8%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C%D1%82%D1%8F%D0%BD%D0%B8%D0%BD&index=2,Материалы для истории русского иконописания: Атлас снимков. Часть II. Таблица CCCCVII  Снимки с миниатюр Козьмы Индикоплова: № 838.Переход Израильтян через Иордан; № 839. Взятие Иерихона,,ГИМ 105457/2378,Книжный фонд/Книги второй половины XIX – начала XX вв.,МФ/3-4137,1906,"33,8х47,7 см","Бумага, фототипия",17198695.0,фототипия Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,seat of a first-order administrative division,Saint Petersburg,"59.93863,30.31413",59.93863,30.31413,Russia,"city, village,...","Лихачев, Николай Петрович (1862-1935)",,,,,,,,,,,,,
233,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/6462518?page=3&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=122,"Циркуляр министра народного просвещения графа Е.В. Путятина «О даровании некоторых преимуществ евреям, получившим образование и служащим при еврейских обществах».",,ГИМ 23898щ/446,Письменные источники/Письменные источники,Арх. 3921,22.09.1861,"34,5х22х43,2 см","Бумага, печать",21956301.0,цирк,Россия,Россия,independent political entity,Russian Federation,"60,100",60.0,100.0,Russia,"country, state, region,...",,Ф.420. Оп.1. Ед.хр.34. Л.1-8,,,,,,,,,,,,
234,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/6476393?page=5&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=222,"«Мнение сенатора Державина об отвращении в Белоруссии недостатка хлебного обузданием корыстных промыслов евреев, об их преобразовании и о прочем».",,ГИМ 23898щ/367,Письменные источники/Письменные источники,Арх. 3921,Б.д. /авг. 1800– март 1801/,"31,3х21,2 см; разворот: 42 см","Бумага, чернила, картон, коленкор, рукопись чернилами, в твердом переплете, коленкоровый корешок, сшито",21956459.0,коленкор картон чернила,Россия,Россия,independent political entity,Russian Federation,"60,100",60.0,100.0,Russia,"country, state, region,...",,Ф.420. Оп.1. Ед.хр.66. Л.1-73,,,,,,,,,,,,
235,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/7354649?page=6&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=259,"Приказ по Российскому Комитету ветеранов войны и военной службы в связи с 80-летием  ветерана танковых войск, председателя Союза евреев-инвалидов ветеранов войны, члена группы Россия-Израиль, Международной комиссии РКВВВС, Героя Советского Союза гвардии майора в отставке Марьяновского М.Ф. —благодарность и подарок: наручные часы РКВВ и грамота.",,ГИМ 111767/89,Письменные источники/Письменные источники,Арх. 6411,1999 г.,"29,8х21 см","Бумага, чернила, компьютерная печать, рукопись",25079220.0,чернила грамота Москва,"РФ, г. Москва",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.452. Оп.4. Ед.хр.53н,,,,,,,,,,,,
236,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/7354653?page=3&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=149,Удостоверение Председателя Союза евреев инвалидов-ветеранов войн Марьяновского М.Ф.,,ГИМ 111767/85,Письменные источники/Письменные источники,Арх. 6411,1992 г.,"В сложенном состоянии: 6,5х9,8 см","Бумага, чернила, коленкор, фотобумага, типографская печать, рукопись, фотопечать",25079216.0,коленкор чернила типографская печать Москва,"РФ, г. Москва",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.452. Оп.4. Ед.хр.53н,,,,,,,,,,,,
237,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/7354663?page=5&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=201,"Билет — Учредительный съезд Ассоциации советских евреев-ветеранов войны, партизан, узников концлагерей и их детей.",,ГИМ 111767/75,Письменные источники/Письменные источники,Арх. 6411,21-22 мая 1990 г.,"7,5х10,7 см","Бумага, типографская печать",25079002.0,типографская печать Москва,"СССР, г. Москва",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.452. Оп.4. Ед.хр.53н,,,,,,,,,,,,
238,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/7354668?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=36,"Удостоверение Марьяновского, члена группы Россия - Израиль Комиссии Российского комитета ветеранов войны № 2401.",,ГИМ 111767/70,Письменные источники/Письменные источники,Арх. 6411,1990 г.,В сложенном состоянии: 11х8 см,"Бумага, чернила, типографская печать, рукопись",25078966.0,чернила типографская печать Израиль,Израиль,Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.452. Оп.4. Ед.хр.53н,,,,,,,,,,,,
239,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/7795183?page=3&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=132,Воззвание польского национального правительства к польским евреям.,,ГИМ 80497/3529,Письменные источники/Письменные источники,Арх. 2921,22 июня 1863 г.,"37х28,5 см","Бумага, типографская печать, оттиск печати",,оттиск оттиск печати типографская печать Варшава,г. Варшава,Варшава,capital of a political entity,Warsaw,"52.22977,21.01178",52.22977,21.01178,Poland,"city, village,...",,Ф.445. Оп.1. Ед.хр.229. Л.146,,,,,,,,,,,,
240,жидовский,jewish (derogative),Jewish,https://catalog.shm.ru/entity/OBJECT/7867626?query=%D0%B6%D0%B8%D0%B4%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9&index=4,Лубок «Жидовская карчма или малороссийский шинок». Литография Е. Яковлева.,,ГИМ 51940/156,Письменные источники/Письменные источники,Арх. 264,1871 г.,"35х43,3 см","Бумага, краска печатная, литография",32142413.0,Москва,"Российская империя, г. Москва.",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.37. Оп.1. Ед.хр.185. Л.15-15,,,,,,,,,,,,
241,жидовский,jewish (derogative),Jewish,https://catalog.shm.ru/entity/OBJECT/7867627?query=%D0%B6%D0%B8%D0%B4%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9&index=5,Лубок «Жидовская карчма или малороссийский шинок». Литография Е. Яковлева.,,ГИМ 51940/157,Письменные источники/Письменные источники,Арх. 264,1865 г.,"35,2х43,8 см","Бумага, краска печатная, литография",32142418.0,Москва,"Российская империя, г. Москва.",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.37. Оп.1. Ед.хр.185. Л.16-16,,,,,,,,,,,,
242,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/7961964?page=3&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=130,Афиша оперы-буфф «Жирофле-жирофля» с участием французской певицы Марии Люлли и рассказчика и певца еврейских песен Пушкина в Семейном саду (ботанического отделения зоологического сада).,,ГИМ 45863/1821,Письменные источники/Письменные источники,Арх. 485,5 июля 1877 г.,"55х43,3 см","Бумага, типографская печать",33708800.0,типографская печать Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.440. Оп.1. Ед.хр.1083. Л.9,,,,,,,,,,,,
